entidad	instancia_de	subclase_de
Eliseo Reyes Rodríguez	ser humano	
Barcelona	ciudad, municipio de Cataluña	
Owatonna	ciudad de Estados Unidos	
Universidad de Nebraska-Lincoln	Universidad de concesión de tierras, universidad pública, institución educativa pública de los Estados Unidos, editor de acceso abierto	
provincia de La Habana	provincia de Cuba	
San Petersburgo	Sujeto federal de Rusia, ciudad federal de Rusia, metrópoli, gran ciudad, ciudad con más de un millón de habitantes, capital de Rusia, ciudad/pueblo, judicial capital, capital nacional desaparecida	
historiador	profesión	académico de humanidades
Cruz de Oficial de la Orden del Mérito de la República Federal de Alemania	condecoración	
Irakere	grupo musical	
Embajador de Buena Voluntad	nombramiento, título honorífico, cargo, ocupación, official honorary title	embajador, figura pública, agente comercial
Rodas	ciudad, municipio de Cuba	
ilustrador	propiedad de Wikidata para elementos sobre libros, propiedad de Wikidata para elementos sobre manuscritos, propiedad de Wikidata relacionada con las personas	
Arbois	comuna francesa	
recolector de plantas	ocupación	recolector científico
Álex Acuña	ser humano	
Gonzalo Roig	ser humano	
Changuito	ser humano	
Cuban Link	ser humano	
Lázaro Borges	ser humano	
Juan Formell	ser humano	
Al Jourgensen	ser humano	
Armando Martínez Limendu	ser humano	
Armando Peraza	ser humano	
María León	ser humano	
Carlos Véliz	ser humano	
Arnaldo Teodomiro Ochoa Sánchez	ser humano	
Arnie David Giralt	ser humano	
Ana de Armas	ser humano	
Alexis Rodríguez	ser humano	
Yuriorkis Gamboa	ser humano	
Arsenio Rodríguez	ser humano	
Manuel Galbán	ser humano	
Steven Bauer	ser humano	
José Ardévol	ser humano	
Pativilca	ciudad	
GRP All-Star Big Band	grupo musical	
Cecilia Valdés	obra escrita	
Premio Grammy Latino a la Excelencia Musical	Premios Grammy Latinos	
Universidad de Illinois en Chicago	universidad pública, institución educativa pública de los Estados Unidos, editor de acceso abierto	
Ministry	página de desambiguación de Wikimedia	
Majagua	villa, municipio de Cuba	
Cacocum	ciudad, asentamiento, municipio de Cuba	
Academia Militar Mijaíl V. Frunze	academia militar	
Academia de Artes y Ciencias Cinematográficas	film academy	
Premios Saturn	premio cinematográfico, grupo de premios	
Los Zafiros	grupo vocal, grupo musical	
María Teresa Mora Iturralde	ser humano	
Rocky Romero	ser humano	
Carmen Herrera	ser humano	
Hermes Ramírez	ser humano	
Juan Morales Hechavarría	ser humano	
Andrés Aldama	ser humano	
Andrés Simón	ser humano	
Andy González	ser humano	
Tony Cortés	ser humano	
Lou Molinet	ser humano	
Albio Sires	ser humano	
Kid Gavilán	ser humano	
Severo Sarduy	ser humano	
Gilberto Ruiz Valdez	ser humano	
Konnan	ser humano	
Jorge Fernández Hernández	ser humano	
Pío Leyva	ser humano	
Nilo Cruz	ser humano	
Paquito D'Rivera	ser humano	
Julia Emilia Valdés Borrero	ser humano	
luchador profesional	profesión	luchador, atleta profesional
artista	ocupación, profesión artística	creador
