entidad	instancia_de	subclase_de
Roque Javier Laurenza	ser humano	
Salomón Ponce Aguilera	ser humano	
Sandra Silvera	ser humano	
Santos Jorge	ser humano	
Jahphet Landis	ser humano	
Jaime Alemán Healy	ser humano	
Jaime Jaen	ser humano	
Sofía Santim	ser humano	
Stella Sierra	ser humano	
Len Picota	ser humano	
Tomás Miró Rubini	ser humano	
Víctor Mendieta Jr.	ser humano	
Virginia Hernández	ser humano	
Javier Castillo	ser humano	
Víctor Levi Sasso	ser humano	
Víctor de la Guardia y Ayala	ser humano	
Zoraida Díaz de Schtronn	ser humano	
Alemán, Cordero, Galindo & Lee	firma de abogados, empresa	
Presidente de Nicaragua	cargo público	presidente, jefe del Gobierno
Ángel Lombardo	ser humano	
Joel Solanilla	ser humano	
Jorge Tejeira	ser humano	
Jorge Velásquez	ser humano	
José Lezcano	ser humano	
José Antonio Sossa	ser humano	
José Ardines	ser humano	
José Franco	ser humano	
José Luis Rodríguez Vélez	ser humano	
José Miguel Alemán	ser humano	
Joyce Jacobi	ser humano	
Juan Berenguer	ser humano	
Juan Carlos Navarro	ser humano	
Juan Materno Vásquez de León	ser humano	
Julio Linares	ser humano	
Julio Medina III	ser humano	
Julio Mosquera	ser humano	
Julio Osorio	ser humano	
Justo Arosemena Quesada	ser humano	
Justo Arroyo	ser humano	
Puerto Armuelles	ciudad, asentamiento, Comunidad de Panamá	
Calobre	Distritos de Panamá	
Paraguay	país, estado soberano	
Universidad Central del Ecuador	universidad, editor de acceso abierto	
doctor honoris causa	título honorífico	honoris causa, doctor
historiador	profesión	académico de humanidades
magistrado	profesión jurídica, legal position	jurista, councillor
Colegio Mayor de San Bartolomé	colegio mayor	
Universidad Nacional Autónoma de México	universidad, editor de acceso abierto, universidad pública de investigación	
Premio Centroamericano de Literatura Rogelio Sinán	premio literario	
Karen Jordán	ser humano	
Karina Pinilla	ser humano	
Keity Drennan	ser humano	
Kevin Daley	ser humano	
Kevin Melgar	ser humano	
Kevin Ramos	ser humano	
Guillermo Cochez	ser humano	
Javier Stanziola	ser humano	
Latin Fresh	ser humano	
Liz De León	ser humano	
Luis Anderson McNeil	ser humano	
Luis Gallardo	ser humano	
Luis Jaramillo	ser humano	
Luis Mendoza	ser humano	
Luis Molina	página de desambiguación de nombres humanos	
Luis Sinclair	ser humano	
Manuel Barrios	ser humano	
Manuel Campos	ser humano	
Manuel Espinosa Batista	ser humano	
Marelissa Him	ser humano	
Río Abajo	Comunidad de Panamá	
Universidad de Nevada en Reno	Universidad de concesión de tierras, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Universidad Tulane de Luisiana	universidad, campus, institución educativa privada sin fines de lucro	
De mangos y albaricoques	obra literaria	
Paso Canoas	asentamiento, ciudad fronteriza	
Margarita Henríquez	ser humano	
Mario Butler	ser humano	
Mario Méndez	ser humano	
Marta DuBois	ser humano	
Marta Linares de Martinelli	ser humano	
Martín Gómez	ser humano	
María Alessandra Mezquita	ser humano	
María Sofía Velásquez	ser humano	
Mateo Edward	ser humano	
Mayte Sánchez	ser humano	
Michele Sage	ser humano	
Miguel Gómez	página de desambiguación de nombres humanos	
Mike Eden	ser humano	
Nando Boom	ser humano	
Nele Kantule	ser humano	
Nicole Morrell	ser humano	
Norris Webb	ser humano	
Reggie Grenald	ser humano	
Eduardo Archibold	ser humano	
Joel Tesis	ser humano	
La Villa de Los Santos	asentamiento, Comunidad de Panamá	
reportero	profesión, cargo	periodista
Universidad Estatal de Florida	escuela, universidad pública, institución educativa pública de los Estados Unidos	
SERTV Canal 11	emisora de televisión	
Fuerte Clayton	fuerte	
Universidad del Sur de Illinois Carbondale	universidad pública, institución educativa pública de los Estados Unidos	
revolucionario	ocupación	activista político, faccioso
entrenador de baloncesto	profesión, cargo, Terminología del baloncesto	entrenador
Angel Kadhir Herrera Whitehead	ser humano	
Justin Diaz	ser humano	
Fernando Morales	página de desambiguación de nombres humanos	
Arturo Molina	ser humano	
Rodolfo Espada	ser humano	
Randal Aguilar	ser humano	
Alberto Duque	ser humano	
Daniela Teresa Reyes Jimenez	ser humano	
Hermione Hicks	ser humano	
Genesis Lilian Juarez Arosemena	ser humano	
Nashua Cecilia Staff Abrego	ser humano	
Sabina Michelle Pereira Motta	ser humano	
Maria Garcia	ser humano	
Vivian Alexandra Galagarza Fernandez	ser humano	
Andrea Isabella De los Rios Juliao	ser humano	
Ana Lucia De Leon Ospina	ser humano	
Mariangel Concha	ser humano	
Valeria Sofia Batista Gomez	ser humano	
Wyneth Gislayne Acevedo Agrazal	ser humano	
Sebastian Bosquez	ser humano	
José Raúl Mulino	ser humano	
Gerald Thorne	ser humano	
Oris Sanjur Fonseca	ser humano	
Joselyne Edwards	ser humano	
Omar Córdoba	ser humano	
Félix Cuevas (docente)	ser humano	
Antonio Domínguez Richa	ser humano	
Amir Soto	ser humano	
Ana Guardia	ser humano	
Emanuel Gonzalez Revilla Hijo	ser humano	
Antonio Domínguez Álvarez	ser humano	
Jose Antonio Dominguez	ser humano	
Rubén Hernández	página de desambiguación de nombres humanos	
Emily Santos	ser humano	
Tyler Christianson	ser humano	
Miguel Iriarte	ser humano	
Edward José	ser humano	
Markelda Montenegro de Herrera	ser humano	
Alberto Baldonado	ser humano	
Galileo Solís	ser humano	
Ministro de Seguridad Pública de Panamá	cargo público	ministro
biólogo molecular	profesión	biólogo
Universidad Rutgers	Universidad de concesión de tierras, Colegios coloniales, sea grant institution, universidad pública de investigación	
Instituto Smithsonian de Investigaciones Tropicales	instituto de investigación, organización	
biólogo evolutivo	profesión, ocupación	biólogo
luchador de artes marciales mixtas	profesión	artista marcial
San Lorenzo	municipio, ciudad de Argentina	
Ministro de Relaciones Exteriores de Panamá	cargo	ministro de Relaciones Exteriores
Freddy Góndola	ser humano	
Carina Baltrip-Reyes	ser humano	
Juan Tejada	ser humano	
Lupita Barriga	ser humano	
Luis Hurtado	ser humano	
Luis Pulido Ritter	ser humano	
Edwin Domínguez	ser humano	
Susan Moore	pueblo de Estados Unidos	
Crispiano Adames	ser humano	
Herbert Cousins	ser humano	
Andrew Donald Morrison	ser humano	
Christopher Cragwell	ser humano	
Orman Davis	ser humano	
Carlos R. Ordóñez	ser humano	
Pantaleón Henríquez Bernal	ser humano	
Al Smith	ser humano	
Bernabé Vergara	ser humano	
Diego Dominguez	ser humano	
David Checa	ser humano	
Karoline Castillo	ser humano	
Austin	sede de condado, ciudad de Estados Unidos, gran ciudad	
diseñador	propiedad de Wikidata para elementos sobre obras	
entomólogo	profesión, cargo, ocupación	zoólogo de invertebrados
Universidad Federal de Viçosa	universidad, universidad pública, institución educativa pública, editor de acceso abierto	
Universidad de Glasgow	editor de acceso abierto, universidad pública de investigación	
físico	profesión	científico físico
Universidad de Texas en Austin	institución educativa pública de los Estados Unidos, universidad pública de investigación	
Universidad Vanderbilt	arboreto, universidad privada, institución educativa privada sin fines de lucro, editor de acceso abierto	
Albany	sede de condado, ciudad de Estados Unidos, gran ciudad, ciudad del estado de Nueva York	
Beca Guggenheim	beca, evento anual	premio académico
Eymie Estefania Gayle Alvarez	ser humano	
Annya Nedelys Castillo Acosta	ser humano	
Lourdes Estefania Borbua Perea	ser humano	
Arantxa Chizel Rodriguez Hall	ser humano	
Angela Alexandra Williams Phillips	ser humano	
Katerin Adriana Corinealdi Julio	ser humano	
Cindy Elizabeth Sotillo Shephard	ser humano	
Heydikel Del Carmen Carvajal Rodriguez	ser humano	
Anibal Salazar	ser humano	
Joel Jamir Brown Coronado	ser humano	
Darrell Joel St. Rose Knight	ser humano	
Edgardo Antonio Arrocha Gomez	ser humano	
Marlon Worrell Simons	ser humano	
Carlos Alberto Johnson	ser humano	
Ciro Asuncion Andreve Aguilar	ser humano	
Eduardo Andres Russo Oliveira	ser humano	
Alejandro Cajar	ser humano	
Oscar Jayson Fox	ser humano	
Alex De Leon	ser humano	
Jimmy Ray Allen Douglas	ser humano	
Olga Francesca Linares	ser humano	
Olga Sinclair	ser humano	
Olmedo Sáenz	ser humano	
Yinneth Kellyam Cubilla	ser humano	
Gary Anthony Stennette	ser humano	
Darrell Baker Jr.	ser humano	
Cristopher Miranda	ser humano	
Lucy Quintero	ser humano	
George Stewart	ser humano	
Randish Abdul Lorenzo	ser humano	
Said David	ser humano	
Riley Tanner	ser humano	
Jose Pitti	ser humano	
Noémie Potier	ser humano	
Emerson Dimas	ser humano	
Gilberto Hernández	página de desambiguación de Wikimedia	
Edgardo Fariña	ser humano	
Michael Casazola	ser humano	
José Francisco de la Ossa	ser humano	
Eduardo Anderson	ser humano	
tenista	profesión	deportista, jugador competitivo
Canadá	país, estado soberano	
Grand Rapids	sede de condado, ciudad de Estados Unidos, gran ciudad	
Universidad de Alabama	universidad pública, institución educativa pública de los Estados Unidos	
Suiza	página de desambiguación de Wikimedia	
Omar Navarro Rutinelly	ser humano	
Orlando Miller	ser humano	
Orlando Rodríguez	ser humano	
Oscar Levis	ser humano	
Oscar Willis Layne	ser humano	
Ossie Chavarria	ser humano	
Pablo Cuéllar	ser humano	
Paola Vaprio	ser humano	
Paolo Espino	ser humano	
Pat Scantlebury	ser humano	
Patricia Alvarado Nuñez	ser humano	
Patricia de Leon	ser humano	
Pedro Altamiranda	ser humano	
Pedro Heilbron	ser humano	
Pedro Miguel González	ser humano	
Pedro Rivas	ser humano	
Percibal Blades	ser humano	
Predikador	ser humano	
Ángela de Liechtenstein	ser humano	
Publio Rodriguez	ser humano	
Changuinola	Comunidad de Panamá	
ajedrecista	profesión	deportista, abstract game player, chess person, jugador de juego de tablero
Lago Gatún	embalse	
Emerson College	universidad, institución educativa privada sin fines de lucro	
director ejecutivo	propiedad de Wikidata para elementos sobre empresas	
director creativo	profesión, trabajador de cuello blanco, título corporativo	realizador
Liechtenstein	país, estado soberano	
Parsons The New School for Design	college, escuela de diseño	
Ligia Herrera Jurado	ser humano	
Marixa Lasso	ser humano	
Rosa E. Palacio Navas	ser humano	
Catherina Caballero-George	ser humano	
Anilena Mejía	ser humano	
José Caballero	ser humano	
Carlos Rodríguez Salguero	ser humano	
Yoameth Murillo	ser humano	
Armando Fortune	ser humano	
Leo Jiménez	ser humano	
Bryan More	ser humano	
Juan M. Lambert	ser humano	
José Matos	ser humano	
Insano	water slide	
Martanoemí Noriega	ser humano	
Carlos Pineda Jiménez	ser humano	
Emmanuel Chanis	ser humano	
Manuel Gamboa	ser humano	
Rodolfo Vega	ser humano	
Jordán Girón	ser humano	
geógrafo	profesión	científico de la Tierra
investigador	cargo, ocupación	escritor de no ficción, profesional de la academia
arquitecto	propiedad de Wikidata relacionada con la arquitectura, Wikidata property to identify contributors to works or products	
Universidad de Washington	universidad pública	
Universidad de Amberes	universidad, organización, institución educativa	
Universidad de Mánchester	universidad, organización educativa, editor de acceso abierto	
Unicef	grupo musical	
beisbolista profesional	profesión	beisbolista, atleta profesional
República Dominicana	país, país insular, estado soberano, Estado archipelágico	
Metetí	Comunidad de Panamá	
Carlos Alberto Rivera	ser humano	
Lamar Bailey Karamañites	ser humano	
Ashley Reid	ser humano	
Marina Saiz Salazar	ser humano	
Ericka Sanchez	ser humano	
Emily Cedeño	ser humano	
Nicole De Obaldía	ser humano	
Carmen Montenegro	ser humano	
Kimberly Wing	ser humano	
Maraya Lopez	ser humano	
Jamall Dickens	ser humano	
Reymundo Williams	ser humano	
Ricaurte Vásquez Morales	ser humano	
Roberto Guardia Rabell	ser humano	
Alberts Fruto	ser humano	
Samir Taylor	ser humano	
Emmanuel Gomez	ser humano	
Alcides Díaz	ser humano	
facilitador	ocupación	
Provincia de Panamá Oeste	provincia de Panamá	
Instituto Politécnico Rensselaer	universidad privada, institución educativa privada sin fines de lucro	
Universidad Villanova	universidad católica, universidad privada, institución educativa privada sin fines de lucro, editor de acceso abierto	
San Miguelito	página de desambiguación de Wikimedia	
Nicaragua	país, estado soberano	
Pacora	villa, asentamiento, Comunidad de Panamá	
Rafael Mosquera	ser humano	
Carmen Damaris Chea Cedeño	ser humano	
Sergia Melita Rodríguez Solís	ser humano	
Zoila Yadira Guerra de Castillo	ser humano	
Kevin Mosquera	ser humano	
José Eduardo Bernal	ser humano	
Kevin Berkeley	ser humano	
Érick Díaz	ser humano	
Gabriel Brown Martínez	ser humano	
Juan Villalobos	ser humano	
Luis Alberto Zúñiga	ser humano	
Josimar Burker	ser humano	
Jonathan Ceceña	ser humano	
Rafael Águila	ser humano	
Daniel Aparicio	ser humano	
Ana Quintero	ser humano	
Natasha Vargas	ser humano	
David Mojica	ser humano	
Raiza Gutiérrez	ser humano	
Edward Cedeño	ser humano	
agrónomo	profesión, ocupación	ingeniero, crop production worker
La Concepción	municipio de Nicaragua	
científico	profesión, cargo	investigador, erudito
inventor	profesión, ocupación	ingeniero, creador
influencer	profesión	mercadotécnico, celebridad de Internet
Vladimir Vargas	ser humano	
Webbo Clarke	ser humano	
Henrique Santos	ser humano	
Priscila Moreno	ser humano	
Víctor Miranda	ser humano	
Jean Carlos Cedeño	ser humano	
