entidad	instancia_de	subclase_de
Luis Prieto	ser humano	
San Petersburgo	Sujeto federal de Rusia, ciudad federal de Rusia, metrópoli, gran ciudad, ciudad con más de un millón de habitantes, capital de Rusia, ciudad/pueblo, judicial capital, capital nacional desaparecida	
Escuela de Artillería Mijailovski	escuela militar	
Caballero de cuarta clase de la Orden de San Jorge del Imperio ruso	grado de una orden	
tipógrafo	profesión, ocupación	prepress technicians
San Bernardino	página de desambiguación de Wikimedia	
Premio Martín Fierro	distinción, grupo de premios	premio televisivo, premio radiofónico
oficial militar	rango militar, profesión militar	militar, oficial
Universidad Carolina de Praga	universidad, organización, universidad pública, editorial, institución de investigación	
Santa Rita	municipio de Filipinas	
Zeballos Cué	barrio	
Félix Pérez Cardozo (Paraguay)	municipio de Paraguay	
Villeta	municipio de Paraguay	
Departamento de Canindeyú	departamento de Paraguay	
Luis Ignacio Fernández	ser humano	
Adolfo Fatecha	ser humano	
Adolfo Lazzarini	ser humano	
Adolfo Vaccaro	ser humano	
Adriano Irala	ser humano	
Adriano Samaniego	ser humano	
José Eliseo Fleitas	ser humano	
Alberto Zapata	ser humano	
Aldo Jara	ser humano	
Aldo Paniagua	ser humano	
Alejandro Guanes	ser humano	
Alexis González	ser humano	
Alfredo Bogarín	ser humano	
Alfredo Coto	ser humano	
Alfredo Seiferheld	ser humano	
Alfredo Vega	ser humano	
Anastacio Vera	ser humano	
Andrés Benkö Kapuváry	ser humano	
Andrés Duarte	ser humano	
Angel David Alonso	ser humano	
Sauce	página de desambiguación de Wikimedia	
Bella Vista Norte	municipio de Paraguay	
Ciudad de Panamá	ciudad, gran ciudad, área metropolitana	
esgrimista	ocupación	deportista
historiador	profesión	académico de humanidades
Budapest	enclave, ciudad en Hungría, ciudad más grande, capital nacional	
Osvaldo Cohener	ser humano	
Ariel Estigarribia	ser humano	
Alex Garcete	ser humano	
Pablo Gavilán	ser humano	
Armando González Ayala	ser humano	
Walter González	ser humano	
Carlos Guerreño	ser humano	
Ramón Ortigoza	ser humano	
Ricardo Javier Ortíz	ser humano	
Marco Pfingst	ser humano	
Arnaldo Rodríguez	ser humano	
Carlos Rolón	ser humano	
Diego Godoy	ser humano	
Joel Román	ser humano	
Aldo Vera	ser humano	
Fernando Martínez	ser humano	
Ángel Martínez	página de desambiguación de nombres humanos	
Roberto Zub Kurylowicz	ser humano	
Enrique Araújo	ser humano	
Iván Cañete	ser humano	
Nanawa	ciudad fronteriza, municipio de Paraguay	
Doctor Juan León Mallorquín	municipio de Paraguay	
Departamento de Paraguarí	departamento de Paraguay	
Carmen del Paraná	municipio de Paraguay	
Luis Ramón Romero	ser humano	
Bruno Valdez	ser humano	
Mariano Pesoa	ser humano	
Luis Ernesto Torres	ser humano	
Tito Vera	ser humano	
Juan Manuel Villalba	ser humano	
Carlos Gómez	ser humano	
Gustavo Noguera	ser humano	
Arsenio Meza	ser humano	
Óscar Nery Arzamendia	ser humano	
Amado Pérez	ser humano	
Enrique Villalba	ser humano	
Adalberto Escobar	ser humano	
Pedro Fleitas	ser humano	
Jorge Benitez	ser humano	
Ramón Coronel	ser humano	
David Ariel Mendieta	ser humano	
Alex Cáceres	ser humano	
José Luis Flecha	ser humano	
Christian Andersen	ser humano	
Santa Elena	ciudad	
Gobernador de la Provincia de San Juan	artículo de lista de personas de Wikimedia por cargo ocupado	
Itakyry	municipio de Paraguay	
Clementino Ocampos	ser humano	
Cris Martínez	ser humano	
Cristian Bogado	ser humano	
Cristian Brítez	ser humano	
Cristian Báez	ser humano	
Cristian Rolando Ledesma	ser humano	
Alfredo Jara	ser humano	
Cristián Limenza	ser humano	
Cristín Cibils	ser humano	
César Alonso de las Heras	ser humano	
César Bejarano	ser humano	
César Benítez León	ser humano	
César Llamas	ser humano	
César Martínez	ser humano	
César Velázquez	ser humano	
DanielAlejandro Lopez	ser humano	
Daniel Benítez	ser humano	
Daniel Cáceres Silva	ser humano	
Daniel Ferreira	ser humano	
Darío Caballero	ser humano	
Carlos Antonio López (distrito)	municipio de Paraguay	
Loma Pytá (Asunción)	barrio	
Villaralbo	municipio de España	
Andrea Gaona	ser humano	
Tatiana Franco	ser humano	
Jeanine Sánchez	ser humano	
Darlene Leiva	ser humano	
Sofía Ugarriza	ser humano	
José Veloso	ser humano	
Luis Ruiz Díaz	ser humano	
Oscar Rodríguez	ser humano	
Sara Torres	ser humano	
Liz Sanchez	ser humano	
Myrsa Grance	ser humano	
Sandra Pleyl	ser humano	
Claudia Martinez	ser humano	
Sofia Venegas	ser humano	
Noemi Leon	ser humano	
Maria Herrero	ser humano	
Pamela Ojeda	ser humano	
Florencia Carrizosa	ser humano	
Rocio Peralta	ser humano	
Juan José Aníbal Mena Porta	ser humano	
balonmanista	profesión	deportista, jugador competitivo
jugador de balonmano playa	ocupación	balonmanista
Benny Ricardo	ser humano	
Bibencio Servín	ser humano	
Jorge Thompson	ser humano	
Bill Flagg	ser humano	
Blas Cristaldo	ser humano	
Blas Irala	ser humano	
Blas López	ser humano	
Blas Romero	ser humano	
Braulio Armoa	ser humano	
Braulio Brizuela	ser humano	
Bruno Cornet	ser humano	
Camilo Soares Machado	ser humano	
Carlos Alvarenga	ser humano	
Carlos Antonio Mereles	ser humano	
Carlos Báez	ser humano	
Carlos Filizzola	ser humano	
Carlos Guirland	ser humano	
Carlos Lara Bareiro	ser humano	
Carlos Loizaga	ser humano	
Carlos Luis Torres	ser humano	
jugador de fútbol americano	profesión	jugador de fútbol gridiron
Universidad Estatal de San Diego	institución educativa pública de los Estados Unidos, universidad pública de investigación	
Chaco paraguayo	regiones geográficas de Paraguay	
Greenwich	pueblo de Nueva Inglaterra	
ministro anglicano	ocupación religiosa cristiana	presbítero occidental, clérigo anglicano
Perú	país, estado soberano	
Hernandarias	página de desambiguación de Wikimedia	
Erika Cartaman	ser humano	
Zunilda Coronel	ser humano	
Yessica Álvarez	ser humano	
Liz Baretto	ser humano	
Karen Benítez	ser humano	
Yohana Benkenstein	ser humano	
María Bogado	ser humano	
Arianne González	ser humano	
María Melgarejo	ser humano	
Elena Rojas	ser humano	
Miguel Michelagnoli	ser humano	
Rubén Escobar	ser humano	
Manuel García de Zúñiga Ozuna	ser humano	
Joshua Dürksen	ser humano	
Wilson Chimeli	ser humano	
Aldo Zárate	ser humano	
Juan José Cáceres	ser humano	
Renate Costa	ser humano	
Adrian Benegas	ser humano	
Solano Benítez	ser humano	
guardameta	posición de juego	deportista
piloto de carreras	profesión	operador de vehículo, motorsports competitor
Dock Sud	localidad, ciudad de Argentina	
director de cine	profesión, profesión del cine	artista visual, profesional del cine, realizador, miembro del equipo de filmación
Aquilino Giménez	ser humano	
José Leguizamón	ser humano	
Gustavo Velázquez Ramos	ser humano	
Hérib Godoy	ser humano	
Francisco Báez	ser humano	
Wilfrido Báez	ser humano	
Alejandro Bogado	ser humano	
Marcos Delpadre	ser humano	
Diego Doldán	ser humano	
Julio Doldán	ser humano	
Rodi Ferreira	ser humano	
Jorge Díaz de Bedoya	ser humano	
Wilson Leiva	ser humano	
Adilio Mora	ser humano	
Luís Armando Ovelar	ser humano	
Robert Piris Da Motta	ser humano	
Blas Riveros	ser humano	
Juan Carlos Riveros	ser humano	
José Barreto	ser humano	
Luis de la Cruz	página de desambiguación de Wikimedia	
Villa del Rosario	página de desambiguación de Wikimedia	
Patrick Kemper	ser humano	
Edward Paniagua	ser humano	
Carlos Espinola	ser humano	
Agustín Ramón Martínez Martínem	ser humano	
Arnaldo Castillo	ser humano	
Víctor Hugo Pereira	ser humano	
Sebastián Picton	ser humano	
Sonia Olmedo	ser humano	
Samira Martinez	ser humano	
Soledad Núñez	ser humano	
Pedro Duarte	ser humano	
Leah Ashmore	ser humano	
Diego Acosta	ser humano	
César Almirón	ser humano	
Gilberto Giménez	ser humano	
Angélica Otazú Melgarejo	ser humano	
Usha Didi Gunatita	ser humano	
Heinrich Duerksen	ser humano	
Gladys Meilinger de Sannemann	ser humano	
Luis Fretes Carreras	ser humano	
San Patricio	página de desambiguación de Wikimedia	
catedrático de universidad	rango académico, título universitario	grado académico, profesor universitario, académico
Universidad Politécnica de Madrid	organización, universidad pública, editor de acceso abierto	
Tebicuary (Paraguay)	municipio de Paraguay	
sociólogo	profesión, ocupación	científico social
Instituto de Investigaciones Sociales	institución educativa	
investigador	cargo, ocupación	escritor de no ficción, profesional de la academia
académico	rango académico, título honorífico, tipo de membresía	fellow
filósofo	ocupación	académico de humanidades
Caaguazú	ciudad, municipio de Paraguay, gran ciudad	
Rusia	país, federación, Estado laico, país transcontinental, estado soberano, estado sucesor	
alcalde	cargo	autoridad, órgano, jefe del Gobierno, político municipal, cargo elegido, head of a city
Universidad de Salamanca	universidad pública, editor de acceso abierto	
Sergio Nichiporuk	ser humano	
Ignacio Mendoza Unzaín	ser humano	
Alfonso González Núñez	ser humano	
Pablo Meza	ser humano	
Enrique Samaniego	ser humano	
María Cristina Gómez Rabito	ser humano	
Desirée Masi	ser humano	
Pedro Lorenzo Alliana Rodríguez	ser humano	
Sandra María McLeod de Zacarías	ser humano	
Juan Ángel Nuñez Duarte	ser humano	
Hugo Velázquez	ser humano	
Alicia Pucheta	ser humano	
Olga Katryna Subeldia Cabrera	ser humano	
Darío Cáceres	ser humano	
Marcelo Baez	ser humano	
Lila Acosta	ser humano	
Sira Escudero	ser humano	
Max Narvaez	ser humano	
Wilfrido Castro	ser humano	
África Battaglia	ser humano	
Departamento de Itapúa	departamento de Paraguay	
Diputado Nacional de Paraguay	cargo	diputado
intendente municipal de Ciudad del Este	cargo público	alcalde
concejal de Ciudad del Este	cargo	concejal
Carlos Ruíz Peralta	ser humano	
Esteban Alegre	ser humano	
Sergio Díaz Velázquez	ser humano	
Marcos Augusto Morínigo	ser humano	
Mario López Quintana	ser humano	
Alejandrino Barrios	ser humano	
Tiberio Godoy	ser humano	
Myriam Arévalos	ser humano	
Antonio Alejandro Franco	ser humano	
Milva Gauto	ser humano	
Fernando Fabián Fernández	ser humano	
Cristian Colmán	ser humano	
Óscar Ruiz	ser humano	
Rodrigo Resquín	ser humano	
Óscar Agüero	ser humano	
Wildo Alonso	ser humano	
Elvio Amarilla	ser humano	
Juan David Argüello	ser humano	
Víctor Ayala Ojeda	ser humano	
Jeremías Bogado	ser humano	
explorador	ocupación	aventurero, viajero, investigador
profesor universitario	profesión académica	profesor, académico
Universidad de Buenos Aires	universidad pública, editor de acceso abierto	
Academia Nacional de la Historia de la República Argentina	organización	
Villa Elisa	municipio	
Sara Schaerer	ser humano	
Santiago Irala	ser humano	
Clara Sosa	ser humano	
Fernando Ovelar	ser humano	
Jorge Bernardo Schvartzman	ser humano	
Rodrigo Ruiz Díaz	ser humano	
Ignacio Ávila	ser humano	
Frederick Bauer	ser humano	
Adam Bareiro	ser humano	
Diego López	página de desambiguación de nombres humanos	
Matías Nicolás Rojas	ser humano	
Pablo Martínez	ser humano	
Santiago Rojas	ser humano	
David Martínez	ser humano	
Nicolás Morínigo	ser humano	
Braian Ojeda	ser humano	
Fernando Romero	ser humano	
Cristhian Candia	ser humano	
Pedro Álvarez	página de desambiguación de nombres humanos	
Alexis Duarte	ser humano	
Brookhaven National Laboratory	instituto de investigación, United States national laboratory	
San Juan Nepomuceno	página de desambiguación de Wikimedia	
herpetólogo	profesión	zoólogo de vertebrados
Anai Benitez Mendez	ser humano	
Andrea Natalia Caceres Grau	ser humano	
Lisandry Noemi Fernandez Coronel	ser humano	
Karin Annette Tatter Ibañez	ser humano	
Gabriela Maria Quevedo Escobar	ser humano	
Valentina Maria Sasiain Arrua	ser humano	
Venecia Carolina Pereira Fleitas	ser humano	
Maria Sol Flecha Noguera	ser humano	
Bibiana Beatriz Ortiz Villagra	ser humano	
Gabriel Peralta	ser humano	
Emilio Joel Brunet Avalos	ser humano	
Alessandro Matias Raidan Sforza	ser humano	
Jose Maria Pereira Cristaldo	ser humano	
Rolando Ivan Paredes Mendieta	ser humano	
Carlo Sebastian Ciciolli Delmas	ser humano	
Emmanuel Juan Jose Gonzalez Galeano	ser humano	
Juan Antonio Amarilla Vargas	ser humano	
Jorge Dario Martinez Rojas	ser humano	
Mario Marcelo Mereles Ferreira	ser humano	
Gustavo Alejandro Arguello Larre	ser humano	
Eder Acosta Santacruz	ser humano	
